id,boolkingid,timestamp,lat,lon,location
60310,dfe36a646a6a22cafd06eef0002d2ae036bd250d38399752bb28726affe6e662,01-08-19 15:57,13.72808,100.539875,6132.321204
60312,dfe36a646a6a22cafd06eef0002d2ae036bd250d38399752bb28726affe6e662,01-08-19 15:59,13.728282,100.539389,6189.43711
60313,dfe36a646a6a22cafd06eef0002d2ae036bd250d38399752bb28726affe6e662,01-08-19 16:00,13.72837,100.539179,6214.147737
60330,2bec04095aec6ad1149269cec69394cd543306153e7f241dd301ff86aa273aac,01-08-19 17:22,13.723398,100.551095,4812.596303
60361,06fbfd3a60c6406706a2ed274035a93f2983603e14785c2128a451544722070b,01-08-19 17:09,13.724682,100.548008,5175.434923
60367,06fbfd3a60c6406706a2ed274035a93f2983603e14785c2128a451544722070b,01-08-19 17:11,13.727898,100.540313,6080.849035
60368,06fbfd3a60c6406706a2ed274035a93f2983603e14785c2128a451544722070b,01-08-19 17:11,13.727928,100.54024,6089.413377
60395,0782b75b859cb102c4ec39447005465054e32b029cdc68ffb91302571881f8d2,01-08-19 15:07,13.729153,100.537305,6434.56225
60418,01ac331445792933ab509aec07e01ace1d09196044692e74225a84e9a57a758e,01-08-19 11:50,13.729244,100.537088,6460.1004
60534,999d1e6f73038346b9538388500b93d98b68287a0ad518a4361dfc102f90ace1,01-08-19 19:09,13.727121,100.54216,5863.372
60557,ba68cf2189726a12034673ac8cdaf4b38c7c94ee3aec4bb994afec00f05a462d,01-08-19 13:46,13.725663,100.54558,5459.659093
60686,6a39d620774207bc67d82cc14bad52949758e43ebe5a05c3f6705b676fb69ea3,01-08-19 12:45,13.724889,100.547513,5233.66381
60697,17cfb65ef9914da9b2c72caab33cc7d99ef147e82bbfde6374fc98130b00143c,01-08-19 16:10,13.72436,100.548782,5084.457765
60708,17cfb65ef9914da9b2c72caab33cc7d99ef147e82bbfde6374fc98130b00143c,01-08-19 16:14,13.728023,100.540011,6116.317889
60709,17cfb65ef9914da9b2c72caab33cc7d99ef147e82bbfde6374fc98130b00143c,01-08-19 16:14,13.728073,100.539891,6130.425811
60734,e0bbb255d1606408cf774e0ce80cb7a3e5ee46d598c9edb9c310c40e6f77e186,01-08-19 22:59,13.728686,100.538424,6302.972327
60735,e0bbb255d1606408cf774e0ce80cb7a3e5ee46d598c9edb9c310c40e6f77e186,01-08-19 23:00,13.728906,100.537896,6365.05156
60738,e0bbb255d1606408cf774e0ce80cb7a3e5ee46d598c9edb9c310c40e6f77e186,01-08-19 23:01,13.729114,100.537398,6423.617735
60824,15e0c510840edccf0e0c3359f2c9e3b2a2ee4affc1d1a619621264aeaf3d548c,02-08-19 6:48,13.725356,100.546366,5368.081171
60857,310cefdb7b200675bedae798bd2561d6141a2fbf37e2d724fe084deaa96d0540,01-08-19 11:13,13.72494,100.54739,5248.113971
60883,58b2462f692e9c301b3906a934dc7569c829190f562924b93b327c63c157f5a5,01-08-19 19:00,13.725991,100.544852,5546.363692
60931,d8765ffe49bfbafc877c7fee13928f3fa8c16ac0d5daa6db05f21d945c38748c,01-08-19 13:11,13.724045,100.549542,4995.177226
61022,dc884a68f33e5bf317af009a2c30a0a107b0c9efa507a013802bfcd59f4b3da6,01-08-19 17:19,13.728169,100.539658,6157.772203
61066,a290c37c95ce932b184cf6fcca91a4f179de39da1fbf94ddc18ce9d87bbca7ff,01-08-19 11:34,13.723807,100.550116,4927.743179
61130,6c2f88ddf863205a58a03e2441a210c21999b0f8ac16c49eea05e0a2bb500a4e,01-08-19 11:37,13.728813,100.53812,6338.727102
61167,b1d39b5f6a09d65d67511971d66b842551f1b18c8c99f10112c40f5c8996a5b2,01-08-19 15:28,13.724892,100.547505,5234.589958
61200,04f1d70eb186853dc0be52492b7abc5a49d139c31a705063f7ec1e9b0e9fae55,01-08-19 8:56,13.729122,100.537379,6425.855104
61252,c9fd5b80a7b6fbb9bee0db49b24c0fd5cd71d82c88d09c7dc5c2aefea98eb5ab,01-08-19 18:51,13.728687,100.538422,6303.21468
61253,c9fd5b80a7b6fbb9bee0db49b24c0fd5cd71d82c88d09c7dc5c2aefea98eb5ab,01-08-19 18:52,13.728723,100.538335,6313.432169
61254,c9fd5b80a7b6fbb9bee0db49b24c0fd5cd71d82c88d09c7dc5c2aefea98eb5ab,01-08-19 18:53,13.728963,100.537759,6381.151509
61306,dfebc07fa4e28ea5dfc2bc6bd4743abaa3b8aba489f377c12b5994f4556df3ce,01-08-19 17:04,13.724104,100.549399,5011.964456
61336,389d7b19caed6b4109acda99ea400941e5677063584a4bae223a7f796a401ac5,01-08-19 12:42,13.724274,100.548987,5060.33235
61356,a09200dd5fa57b3e5d5135cfa81f11ea81297853f108ca92ed589ecad431a4cf,01-08-19 9:16,13.724997,100.547254,5264.11776
61368,b40e64e71abdfa0f5a013cbd5932a8d8a7e45d0e865e5ef5831428cf907fbc5d,01-08-19 8:07,13.724675,100.548024,5173.539515
61370,b40e64e71abdfa0f5a013cbd5932a8d8a7e45d0e865e5ef5831428cf907fbc5d,01-08-19 8:07,13.724732,100.547888,5189.544465
61425,a1c1c7c75f38fedb31d75618e579e1833715cab6c60aeee16040804396334228,01-08-19 13:24,13.7252,100.546768,5321.277897
